faq2_id,q_title,q_writer,q_date,question,a_depart,a_date,answer
70,사라진 20여개의 거주자우선주차구역 복구해주세요.,안○○,2020-10-29 17:06:25,"안녕하세요. 민원신청합니다.
평창동에 실제로 오래 거주하며 살고 있기도하고 올 봄에 가나아트센터 근방으로 사업장을 이전해 사용하고 있는 사람입니다.
이곳으로 사업장을 이전한 가장 큰 이유가 거주자우선주차가 여유가 있어 주차문제에서 자유롭기 때문이었습니다.

현상황은 인도넓힘공사와,가나아트센터앞 화단조성 공사로 인해 기존에 있던 거주자 주차 라인 20여개가 갑자기 사라진 상태입니다.
(평창30길,평창32길 가나아트센타 근방 구역)
20여개가 사라진 상태로 하반기 거주자구역 신청을 해봤지만, 집 바로 앞임에도 불구하고 7:1로 떨어졌습니다.
갑자기 사라진 주차구역때문에 어쩔수 없이 집앞에 도로와 인도에 걸쳐서 차를 대어놨는데,
오늘 아침엔 지나가시던 분이 큰소리로 욕을하고 해코지를 합니다. 내 거주지앞인데도요.
그분도 짜증이 나셨겠죠. 인도는 엄청 넓어졌는데 온통 차들이 올라와 있어서 전보다 더 불편하실테니까요.
전화로 이곳저곳에 문의를 해봐도 자기들도 뾰족한 방법이 없다고 고민해보겠다고만 하고 정작 대책없이 시간만 지나고 있습니다.
피해는 고스란히 실거주자들이 보고있는데 모두 자기들은 권한이 없다고만 합니다.
가나아트센터 맞은편에 새로 조성하고 있다는 주차공간이 있지만 7대가 맥스라고 하고,아직 완공되려면 한참인 듯 합니다.
완공이 되어도 기존 20여개의 구역을 대체하기엔 턱없이 부족한 실정이구요.
20개를 없앴으면 최소 15개는 확보를 해놨어야 하는것 아닙니까.
어찌 대책하나없이 언제했는지도 모를 사업설명회 했다고 하시며 절차에 문제없었다 하고 모두가 모르쇠입니까?
인도를 넓혀놔서 낮에는 예전보다 더 무질서하고 주차대란입니다. 20개구역이 없어졌으니 당연한 결과겠지요.
이게 과연 주민 편의와 복지를 위한 도시디자인입니까?
가나아트센터에 방문하려는 차들조차 전부 여기저기 불법으로 대놓는통에 동네가 아주 무질서하고 주차때문에 여기저기 고성이 오갑니다.
조용했던 동네가 아주 살기 팍팍하고 거지같은 동네로 바뀐 기분입니다.
내가 왜 쌩판 모르는 사람한테 인도에 차댔다고 쓰레기취급을 당하고 욕을 먹어야합니까?
그 원인제공은 나라에서 하고 그 피해는 왜 개인이 고스란히 떠안씁니까?
대책도 없이 왜20개나 되는 주차구역을 없앴나요?
삭제된 주차구역 20여개 다시 복구해주시길 건의합니다.
납득할만한 대책을 마련해주세요.",지속가능국 도시디자인과,2020-11-03 11:34:32,"1. 우리 구정발전을 위해 관심을 가져주신 박○○님께 진심으로 감사 드립니다.
2. 우선 공사 시행후 거주차우선 주차구역 삭제로 인한 불법주차 및 보행 불편 등 주민생활에 불편을 끼쳐드려 사과의 말씀을 드리며, 선생님께서 제출하신 민원 사항에 대하여 아래와 같이 답변 드립니다.
○ 민원요지
- “자문밖 문화의 거리 조성사업”구간 사라진 거주자 우선주차 구역 복구해 주세요.
○ 답변내용
- 자문밖 문화의 거리 기반시설 조성사업과 관련하여 평창 30길과 32길 구간의 도로 양방향 보도 조성으로 인해 거주자 우선 주차구역이 삭제되어 거주자 우선 주차를 이용하시는 주민들에게 불편을 끼쳐드려 매우 죄송스럽게 생각 합니다.
- 우리구에서는 해당 지역의 주차문제를 조금이나마 해소하기 위해 가나아트
맞은 편에 공영주차장 조성 공사를 진행하고 있으며, 자문밖 문화의 거리
기반시설 조성사업 구간에도 거주자 우선주차 구역 확보를 위해 재검토중
에 있음을 알려드립니다.
3. 본 사업으로 인하여 주차와 보행에 불편을 겪으신 선생님께 다시 한번 죄송
하다는 말씀을 드리며, 기타 궁금하신 사항은 종로구청 도시디자인과(담당:
안태훈, ☎ 2148-2723)로 연락주시면 정성껏 안내하여 드리겠습니다.
감사합니다. 끝."
71,장애인단체 업무수행중의 장애인 차량 주정차 과태료부과철회요청,김○○,2020-09-25 14:08:23,"문화체육관광부 지원사업으로 장애인전업미술가로만 이루어진 장애예술단체의
부회장으로 지원사업인 전시사업을 수행하고 완료하는 시점인
전시장인 공평동 SM면세점 근처 라메르갤러리 정문앞에
작품철거운반 및 중증지체장애인의 작품이동 등 업무수행을 위해
2020. 9.15일 오전 10.26분 잠시 정차하였는데
이에 대한 과태료가 부가되었습니다

개인업무가 아닌 문화체육관광부의 지원사업을 실행한
장애인전업작가협회의 실무를 추진담당한 중증장애인으로서
과태료부과 철회를 요청드립니다

해당 부서에 몇 번이나 접속하여 이의신청을 하려 하였으나
클릭하고 기입할 수 있게 되어 있지 않고
이의진술에 관한 신청과 안내도 청각장애인이 이용할 수 없는
전화번호만 있어 부득이
이곳을 이용해서 민원을 제기합니다

어제 과태료부과 고지를 받고 답답해서 신문고민원을 이용했지만
접수안내도 없고 해서 다시 종로구 이곳으로 신청드립니다

협회 부회장이자 운전자인 장애등록증과 전시철거 작품이동이 혼자수행이 어려운
협회부회장인 중증지체장애인의 장애등록증과 의견진술서를 첨부합니다
용량초과로 단체공문 등 다른 문서를 첨부할 수 없어 답답합니다

해당날짜에 대한 전시증빙은
3개이상 첨부가 안되니
제2회 한국장애인전업미술가협회전 으로 검색하시면
에이블뉴스의 보도기사 및 포스터를 볼 수 있습니다

그리고 해당민원인은 청각장애인이니 전화하지 말고 문자메시지로
접수, 진행 결과를 알려주시기를 간곡히 요청드립니다
안 그래도 코로나로 어렵게 문화체육관광부의 지원사업을 수행하였는데
중증장애인들의 전시업무 수행으로 인한 과태료부과는
부당합니다",건설교통국 주차관리과,2020-10-07 17:54:01,"1. 우리 구 구정발전을 위하여 협조하여 주시는 선생님께 감사드립니다. 선생님 께서 불법주정차 과태료 문제로 인하여 어려움을 겪으신 것에 대해 안타까운 마음과 위로 말씀을 드리며, 아래와 같이 답변 드리겠습니다.
2. 공평동 부근 불법 주정차 과태료 부과에 대한 의견진술서는 정상 접수되었음 을 알려드립니다. 심의결과가 “수용”이실 경우 과태료 부과가 면제되고 “부과”로 결정 되실 경우 과태료가 다시 부과됩니다. 심의를 받고자 하실 경 우 과태료를 납부하시면 심의가 되지 않으니 꼭 결과 확인 후 처리하셔야 합 니다. 심의결과 과태료가 “부과”로 결정 될 경우에도 자진납부기한 내에는 20 감경 적용이 가능합니다. 심의결과는 우편으로 통지됩니다.
3. 다시 한 번 불편을 겪으신 것에 대하여 위로의 말씀을 드리며, 더 궁금하신 사항이 있으시면 종로구청 주차관리과(☎02-2148-3362)로 연락주시면 성심껏 안내해드리겠습니다. 선생님의 가정에 건강과 행복이 늘 함께하시기를 기원합 니다. 끝."
72,숭인동 골목길 계단 경사로 시멘트 공사 건의합니다.,우○○,2020-09-19 03:31:19,"숭인동 178-116 거주중입니다. 건물 뒷편 작은 골목 끝에 살고 있습니다.
이곳 골목에 나이 많으신 할머니 할아버지도 계신데 계단이 너무 많아 불편합니다. 그리고 스쿠터를 집앞에 주차를 시켜야 하는데 동네 특성상 세울곳이 없어
계단 중앙 부분만이라도 시멘트 작업을 해주셔서 오르막길로 공사 부탁드립니다.
정말 주차할곳도 없고 배달하러 오시는분들도 피곤하다고 맨날 하소연하십니다. 부탁드립니다",건설교통국 도로과,2020-10-13 17:39:36,"1. 안녕하십니까? 구정에 관심을 가지고 의견 주신 김○○님께 감사드리며, 건의하신 숭인동 178-116앞 계단 경사로 설치 요청건에 대하여 다음과 같이 답변드립니다.
2. 현장조사 결과 숭인동 178-116 앞 계단은 폭 2m, 길이 4m의 협소한 계단입니다. 관련 규정인 교통약자의 이동편의 증진법에 따라 경사로의 유효폭은 2m이상 확보해야하나, 해당 구간은 확보가 불가능하여 계단 경사로 설치가 어려움을 알려드립니다.
3. 구정에 관심과 의견 주신 김○○님께 다시한번 감사드리며, 본 건과 관련하여 보다 상세한 사항이나 궁금한 점 있으시면 종로구청 도로과(우경준, 02-2148-3164)로 연락주시면 성심껏 답변드리겠습니다. 끝."
73,무계원 주차장 부암동 소나무를 살려주세요,허○○,2020-09-09 15:03:28,"종로구 부암동 무계원 인근 거주하는 주민입니다.
무계원 옆 민가(부암동 328-2)를 종로구에서 매입하여 주차장을 건립 추진중인것으로 알고 있습니다.
며칠전 측량하는 분들이 해당 주택에 다녀가는 것을 보고 곧 공사가 진행될 예정인것으로 알고 있습니다.
그러던중 오늘 해당 주택에 대문을 열고 들어가는 사람들이 있어 무슨 일인가 물어보니 종로구청 용역을 받은 조경회사 직원이라고 하더군요.
무슨 일인가 물어보니 해당 주택 대문옆의 큰 소나무를 뽑으려고 확인차 왔다고 하더군요.
그 소나무는 부암동의 상징과 같은 나무로 저도 이 동네에서 태어나 지금껏 살아오면서 매일 봐왔던 소나무고 그 주택의 이전 소유주께서도
애지중지 하시며 매년 조경회사에서 가지치기등 철저한 관리를 해온 나무입니다.
종로구청 해당 담당직원에게 문의하니 소나무를 뽑아서 옮겼다가 다시 심을수 있다고 하는데 과연 가능한 일일까요?
무계원을 짓고 여러사람들이 와서 즐기는것도, 또 주차장을 지어서 주민들의 편의를 도모하는것도 모두 부암동이 더 살기좋은 동네로 만들자고 하는일인데 과연 동네의 상징과 같은 오랜 소나무를 잘라내는것이 더 좋은 동네를 만드는 일인지요.
동네 몇몇 주민들과도 이야기를 해봤더니 말도 안되는 소리를 하고 있다고 흥분하더군요.
종로구청에서도 알고 계시계지만 10년전 현재 현진건 집터에 있던 거대한 아름드리 은행나무 두그루가 하룻밤 사이에 잘려나갔던 일이 있었지요.
그때도 동네 주민들이 흥분하여 나무 자른사람을 고발해야 한다고 난리였던 일을 기억할 것입니다.
부암동의 상징인 소나무를 살려주세요.
주차장 건립을 반대하는게 아닙니다. 소나무를 살리면서 주민의 편의도 도모하는 주차장을 건립하자는 것입니다.
종로구의 적극적인 검토 바랍니다.",건설교통국 주차관리과,2020-09-16 17:37:41,"1. 구정 발전을 위하여 협조해 주셔서 감사드립니다.
2. 귀하께서 민원제기하신 우리구 부암동 328-2번지 일대 공영주차장 및 문화시설 신축부지는 현재 설계용역이 완료되어 공사착공 예정에 있는 현장으로 부지내에 있는 소나무는 공사를 위해 부득이 다른 장소에 옮겨심은 후 재이식이 필요함을 알려드리며,
3. 관계자(관계부서, 시공자) 및 조경업체와 소나무의 생존을 위해 최선의 방안을 마련하여 추진하도록 노력하겠습니다.
4. 기타 궁금하신 내용이 있으시면 종로구청 주차관리과(담당 허윤정, ☎2148-3348)로 문의하시면 성심껏 답변드리겠습니다. 끝."
74,롯데캐슬 천지인 주차장 건,정○○,2020-09-07 18:54:42,"현재 지하 2.3층 주차 차단기를 설치 했습니다.
입주민의 불편은 연일 계속 되고 있습니다.
지난번 민원에 문제는 이미 적시를 한 것으로 알고 있습니다.
공용 부위를 용도를 변경 하거나 다른 용도로 사용 하고자 할시 대표회의 의결을 거처 공고를 한 다음 해당 주민의 찬반 동의를 받고 해당 관청에 신고를 하고 변경을 하거나 해야 한다고요, 그러나 당 아파트는 절차를 무시하고 공사 부터 강행하여 입주민의 재산상에 손실을 끼치고 입주민에게 불편을 초래 하였습니다. 이에 대한 민원을 지 난번에도 넣었습니다.
이것을 어떻에 처리를 하였는지 처리 결과를 원하는 것인데 절차만 얘기 하시네요.
잘 못되었으면 철거 요청을 했다거나 시정요청을 했다거나 결과를 알고 싶은 것입니다.
수고 하세요.",도시관리국 도시개발과,2020-09-25 14:41:32,"1. 우리구정 발전에 협조하여 주시는 ○○○님께 감사드립니다.
2. ○○○님께서 우리구로 제출하신 민원은 “관리주체의 공용부분 무단변경에 대한 조치”에 관한 내용으로 이해됩니다.
3. 문의하신 내용에 대해 현장확인 및 검토한 바, 해당 관리주체의 행위는 공동 주택관리법 행위허가 위반사항으로 무단증축한 주차차단기 4개소(지하2·3층)에 대하여 원상복구 지시하였음을 알려드립니다.
4. 끝으로 가정에 행복이 가득하시길 기원하며, 문의하신 사항과 관련하여 더 궁금하신 사항은 우리구 도시개발과 정성웅(☎02-2148-2685)으로 연락주시기 바랍니다. 끝."
75,조계사 앞 유턴구역 주정차를 단속해주세요,박○○,2020-08-19 12:30:15,"조계사 앞 유턴구역에 불법주정차 차량이 너무 많아서 유턴이 어렵습니다.
주중은 괜찮은데, 주말 오전에 아주 심합니다.
유턴하려는 차량이 유턴을 하는데 어려움을 겪습니다.
단속해주세요.",건설교통국 주차관리과,2020-08-24 16:11:56,"1. 우리 구정발전을 위하여 협조하여 주시는 선생님께 감사드립니다.
2. 도로는 통행하는 목적으로 사용하는 장소로서 도로교통법 제32조 내지 제34조에 의하여 주정차를 금지하고 있으나, 제34조2에 주정차를 금지하는 장소 중에 지방경찰청장이 구역·시간·차의 종류를 지정하여 허용구간을 설정하고 있습니다.
3. 우정국로 상에는 조계사 방면으로 160m와, 인사동 방면으로 220m가 공휴일 06시부터 22시까지 주정차허용구간으로 설정이 되어있습니다.
4. 신고하신 우정국로의 주정차 민원은 현장단속공무원이 2020.8.23.(일) 13:30과 19:00 출동하여 주정차허용구간 외와 우회하는 장소에서 차량에 이동지시서를 발부하였습니다.
5. 주정차 민원은 신고순으로 현장 출동함으로 인해 다소 지연되는 경우 많은 양해를 부탁드리며, 불편이 있을 시 단속반(02-2148-3374~5)으로 연락주시면 신속한 조치가 되도록 하겠습니다.
6. 선생님 가정에 건강과 행복이 늘 함께 하시길 기원하며, 더 궁금하신 내용은 전화 (02-2148-3373) 주시면 성심껏 답변 드리겠습니다. 끝."
76,올림픽 생활기념관 앞 횡단보도 보완관련 신청,주○○,2020-08-03 13:06:44,"올림픽 생활기념관 근처 다둥이 카센터 앞에 횡단보도가 있는데 8번마을버스 정류장도 같이 있습니다. 마을 버스가 승하차를 위해 정차해 있는 동안 뒤에 차들이 마을버스를 추월해서 가는 경우가 있는데 이때 중앙선을 넘어 횡단보도를 지나게 됩니다.
아이들도 많이 지나다니는 길이고 마을버스앞으로 횡단보도를 건너는 사람이 있다면 사고 위험이 높습니다. 차들이 중앙선을 넘지 못하도록 중앙선에 봉을 세운다던지 해서 어떤 조치를 취했으면 합니다.",건설교통국 교통행정과,2020-08-04 08:39:09,"1. 우리구 교통 안전에 대해 많은 관심을 가져 주신 귀하께 감사의 말씀을 드립니다.
2. 건의하신 ‘올림픽 생활기념관 횡단보도 일원 차량 추월 조치요청’과 관련하여, 관할 경찰서 등과 현장 합동점검을 완료하였으며, 장마가 끝난후 조속한 시일내 시선유도봉 등 교통안전시설을 설치하도록 하겠습니다.
3. 더 궁금하신 사항이 있으신 경우 우리구 교통행정과(담당:주 완, ☎2148-3276)로 연락주시면 친절히 상담해 드리겠습니다. 끝."
77,공영주차장 경차할인 관련문의,고○○,2020-07-29 11:22:12,"724일 동묘를 방문하면서 첨부한 사진의 공영주차장을 이용했습니다.
무인카드결제 시스템이였고, 안내문에 경차할인 내용이 없었으며
문의하기위해 호출버튼을 계속해서 눌렀지만 받지않아 그냥 결제했구요.
이후 광장시장을 방문하고 공영주차장을 이용하면서 안내문을 확인했지만
역시나 경차할인에 대한 내용이 없어 그냥 결제하려는데
결제해주시는 분이 경차할인을 적용시켜주셨습니다.
이후 종로구청 홈페이지에서도 확인해보니 공영주차장 경차할인제도가
있는데 무인공영주차장은 해당이 안되는건가요?
대부분 무인이여도 결제기계 안에 경차할인내용이 있어 늘 할인을 받았었는데
이 곳은 그런 내용이 전혀 없었습니다.
답변부탁드립니다.",건설교통국 주차관리과,2020-07-31 17:25:46,"1. 구정 발전에 협조해주시는 귀하께 감사드리며, 제기하신 민원사항에 대하여 답변 드리겠습니다.
2. 먼저 공영주차장 이용에 불편 드린점 사과의 말씀 드리며, 경차 할인이 되지 않은 부분에 대하여 환불 조치를 진행하였음을 알려드리니 참고하시기 바랍니다.
3. 귀하의 가정에 행복이 가득하길 바라며, 추가로 문의사항이 있으실 경우, 주차관리과(☎2148-3334)로 연락주시면 성심껏 답변 드리겠습니다. 감사합니다. 끝."
78,창신2동 재개발 관련,강○○,2020-07-23 20:25:10,"종로구 창신2동은 부동산 경기침체 및 주민들간의 이해관계 갈등으로 2013년 재정비촉진지구가 해제되었으나 그간의 방치로 인해 지역의 쇠퇴는 여전히 심각하게 진행중에 있습니다.

창신2동에 한번 방문하신 적이 있다면 좁은 골목길과 건물들의 노후도, 접도율, 무허가 주택, 주차난 등 종로구의 이름에 걸맞지 않은 슬럼화가
지속적으로 심화되고 있다는걸 목격하실겁니다.

과거와 달리 봉제산업은 중국과의 경쟁력 저하로 침체가 가속화되고 있으며 현재는 2007년 재정비촉진지구로 지정될 당시와 2013년 해제될 당시와는 시대적인 변화와 부동산 시장의 뚜렷한 변화가 일어났습니다.

서울시의 도시재생사업으로 도로 포장, 가로등 설치, 벽화 그리기, 지역 랜드마크 건설 등 1000억원 가까이 쏟아부었지만 주민들의 평가와 방문객의 판단은 재생사업 실패라고 단언해도 무리가 아닙니다. 그냥 창신2동을 한번 방문하시고 골목길을 돌아보시면 아실겁니다.

소방도로가 확보되지 못하고 곧은 도로가 한 군데도 없으며 2차선 도로가 전무하다 시피한 창신2동을 보면서 도심 고밀도 재개발이 필요한 곳이 정작 창신 2동일 텐데 종로구와 서울시는 주민 주거환경 개선이나 효율적인 도심 개발에 전혀 관심이 없어 보입니다.

주민들의 동의하에 해제되었으니 이후의 발생되는 것은 모두 주민의 운명이라고 방치하고 있는것인가요?

시대적 산업적 경제적 변화가 이뤄진 만큼 노후화가 진행될만큼 진행되고 낙후 될 만큼 낙후된 이 동네를 해당 자치구청과 서울시가 심도있게 검토하고 주민들의 의견을 수렴하는 절차가 진행되길 바랍니다.

서울 시내 종로 한복판에 이렇게 주민이 살수 없을 만큼 낙후된 곳을 마냥 방치하고 있다는 것이 너무나 안타까워 민원을 신청하며 이에 대해 행정기관에서는 어떤 의견을 갖고 어떠한 로드맵을 수립하고 계신지 궁금합니다.

*창신2동 골목길을 구석구석 한번 돌아봐 주세요. 정상적인 생활이 불가능한 동네입니다.",도시관리국 도시개발과,2020-07-28 19:19:43,"1. 평소 우리구정 발전에 협조하여 주시는 데 대해 감사드립니다.
2. 선생님께서 접수하신 상담민원(접수번호 : 202007232025109930)에 대해 아래와 같이 답변드립니다.
가. 도시개발과 주택개발팀
- 회신내용

나. 주거재생과 재생사업팀
- 회신내용

3. 끝으로 가정에 행복이 가득하시길 기원하며, 문의하신 사항과 관련하여 더 궁금하신 사항은 우리구 도시개발과(☎02-2148-2686), 주거재생과(☎02-2148-2625)로 연락하여 주시기 바랍니다. 끝."
79,종로생명숲어린이집_연계_시민공원_재정비_건(2),서○○,2020-06-09 16:39:39,"바로 앞 서 올린
종로생명숲어린이집_연계_시민공원_재정비건에 관하여
에 필요한 첨부 사진 보충해서 올립니다. 참고하여 주시면 감사하겠습니다.

1번 내용 - 추가 사진 참조(첨부사진: 새로옮긴벤치01_1)

2번 내용 - 사진 참조(첨부사진: 02) - (정자있던 자리: 보시다시피 정자를 애용하시던 할머님들이 여기저기 쪼그려 앉아 계십니다-사진 왼쪽 짤린 부분에도 할머니가 주차 방지용 사각기둥에 앉아 계십니다)

추가3번 내용 - 관련 벤치의 정확한 자리는 (첨부사진: 추가03) 참조하시기 바랍니다.",도시관리국 공원녹지과,2020-06-12 11:30:44,"안녕하십니까? 항상 우리 구정 발전을 위해 노력해 주시는 강○○님께 깊은 감사를 드립니다.
먼저 산책로 이용에 불편함을 드린점 죄송하다는 말씀드리며 문의하신 평창동주민센터 뒤 산책로와 관련한 3가지 요청사항에 대하여 아래와 같이 답변 드리겠습니다.
1. 며칠 전 유선으로 말씀드렸다시피 기존에 있던 정자는 본래 존치 예정이었으나 산책로 포장을 위해 바닥의 블록 철거시 드러난 구조안전상의 문제로 철거 하였으며, 신규 설치는 건축과에서 진행하는 2020년 전통정자 축조사업을 통해 금년에 새로 설치할 예정임을 다시 한 번 알려드립니다.
2. 또한 벤치 이설과 관련해서는 우리구 주민분들이 직접 설계단계서부터 참여하시는 지역사회혁신계획(이하 ‘협치’)사업이 진행되는 대상지이며, 벤치이설은 협치 회의를 통해 결정되는 내용이므로 즉각 조치가 어려운 점을 안내해 드렸었습니다. 그리고 금주 협치 참여자들의 회의 내용에 따라 벤치를 현재 있는 자리에서 이설하기로 결정되었으나, 안타깝게도 선생님께서 지정해주신 자리는 식재계획이 있어 설치가 불가하며, 대신 맞은편에(주차면을 등지고) 설치예정임을 알려드립니다.
3. 마지막으로 현재 산책로 구역에 위치한 벤치는 총 6개소로 전체규모, 현재 식재면적 및 운동시설물 위치나 안전거리 확보 등 현장여건과 예산 등을 고려했을 때 추가설치는 어려울 것으로 사려되오니 이점 너그러운 마음으로 양해 부탁드립니다.
4. 다시 한 번 좋은의견 주신 선생님께 감사의 말씀드리며, 더 궁금하신 사항이 있으시면 공원녹지과(담당 서예림, ☎02-2148-2864)로 문의하여 주시면 성심껏 안내해 드리겠습니다. 선생님의 가정에 건강과 행복이 늘 함께 하시길 기원합니다. 감사합니다. 끝."
80,종로생명숲어린이집_연계_시민공원_재정비건에 관하여,서○○,2020-06-09 16:22:53,"종로생명숲어린이집_연계_시민공원_재정비가 최근 있었습니다.
그런데 정비 이전과 정비 이후, 달라진 점이 많습니다. 장단점이 있지만, 이하 달라진 점을 다시 복구해주시기를 청원드립니다.

1. 생명숲어린이집 주차장 옆(첨부사진01, 02 참조) 앵두나무 아래에 벤치가 있었는데,
이번에 재정비하면서 없앴습니다. (평창동 주민들이 3년 정도 앉던 자리인데 없으니 너무 불편합니다.)
다시 벤치를 복구해주시기를 청원합니다.

(대신 그 위쪽으로, 서울예고 주차장 붙여서 벤치를 새로 배치했는데, 한번 앉아보시기 바랍니다. 바로 주차장과 마주보고있어
자동차가 출발할 때, 앉아서 매연을 먹게되고, 사람들이 집입하는 집입로 입구와 붙여서 배치하여, 강아지 산책하고 벤치에서 쉴 때
여간 불편한 게 아닙니다.)

녹지과 담당자에게 전화해서 말씀드렸으나, 거기나 여기나 뭔차이가 있냐는 답변을 하셨습니다면, 담당자님께서 한번
양쪽 모두 앉아보시기 바랍니다.

원래 앵두나무 아래 자리는 앞이 화단이고, 생명숲 주차장이 옆으로 있고 간격도 (지금 새로 하신 곳 보다) 좀 있어서
쉴 수 있습니다.

벤치의 설치 목적은 주민들이 앉아서 쉬라는 건데, 지금 새로 배치한 자리는 쉴 수 가 없는 환경입니다.
바로 옆 로이병원 환자분들도 (예전 벤치는) 즐겨 애용하셨던 자리인데, 지금 새로 배치한 자리는 너무 불편합니다.

우선 배치 변경 사유를 밝혀 주시고, 충분한 고려와 사전 조사가 진행되었는지, 주민들이 어떤 방식으로
그 공간을 이용하고 있었느지에 대한 조사 등이 이루어졌는지,

답변을 주시고, 조처를 해주시되, 만약 조처가 안된다면,
주민들 전원 누구나 납득할 수 있는, 변경 사유를 밝혀주시기 바랍니다.
변경사유를 주민센터 통에 공개하고, 누구나 납득이 안될 경우,
단체 민원 등의 행동으로 옮길 예정입니다.


2. 금강빌라 등 주변 빌라의 어르신 및 노약자분들이 즐겨 이용하던, 정자가 있었는데
그것도 없앴습니다. 여름에는 노인분들 쉼터 역할을 톡톡히 하였지요.
주민들의 사랑방과도 같은 역할을 하였는데,
이것에 대해서도 복구민원 신청 올립니다.

추가3. 운동기구 집단 배치한 저 위쪽으로도 2개의 벤치가 있었는데, 현재 1개만 있고
1개는 없습니다. 그러니까 큰 도로쪽 인도에서 들어오는 입구에 있던 벤치도 없앴습니다.
이것도 가능하면 복구해주시기 바랍니다. 그 자리도 벤치 자리로는 참 좋은 자리입니다.",도시관리국 공원녹지과,2020-06-12 11:31:47,"안녕하십니까? 항상 우리 구정 발전을 위해 노력해 주시는 강○○님께 깊은 감사를 드립니다.
먼저 산책로 이용에 불편함을 드린점 죄송하다는 말씀드리며 문의하신 평창동주민센터 뒤 산책로와 관련한 3가지 요청사항에 대하여 아래와 같이 답변 드리겠습니다.
1. 며칠 전 유선으로 말씀드렸다시피 기존에 있던 정자는 본래 존치 예정이었으나 산책로 포장을 위해 바닥의 블록 철거시 드러난 구조안전상의 문제로 철거 하였으며, 신규 설치는 건축과에서 진행하는 2020년 전통정자 축조사업을 통해 금년에 새로 설치할 예정임을 다시 한 번 알려드립니다.
2. 또한 벤치 이설과 관련해서는 우리구 주민분들이 직접 설계단계서부터 참여하시는 지역사회혁신계획(이하 ‘협치’)사업이 진행되는 대상지이며, 벤치이설은 협치 회의를 통해 결정되는 내용이므로 즉각 조치가 어려운 점을 안내해 드렸었습니다. 그리고 금주 협치 참여자들의 회의 내용에 따라 벤치를 현재 있는 자리에서 이설하기로 결정되었으나, 안타깝게도 선생님께서 지정해주신 자리는 식재계획이 있어 설치가 불가하며, 대신 맞은편에(주차면을 등지고) 설치예정임을 알려드립니다.
3. 마지막으로 현재 산책로 구역에 위치한 벤치는 총 6개소로 전체규모, 현재 식재면적 및 운동시설물 위치나 안전거리 확보 등 현장여건과 예산 등을 고려했을 때 추가설치는 어려울 것으로 사려되오니 이점 너그러운 마음으로 양해 부탁드립니다.
4. 다시 한 번 좋은의견 주신 선생님께 감사의 말씀드리며, 더 궁금하신 사항이 있으시면 공원녹지과(담당 서예림, ☎02-2148-2864)로 문의하여 주시면 성심껏 안내해 드리겠습니다. 선생님의 가정에 건강과 행복이 늘 함께 하시길 기원합니다. 감사합니다. 끝."
81,숭인 제4공영주차장 공사현장관련 민원입니다.,유○○,2020-03-19 12:31:31,"안녕하세요.
숭인 제4공영주차장 공사현장 옆 건물 입주민입니다.
공사관련으로 몇가지 여쭤보고자 상담민원 신청합니다.

1. 현재 강풍주의보에도 불구하고 펜스를 사용하지 않고 공사하고 계십니다.
저희 건물로 공사 먼지와 흙이 모두 날아 들어와 차에 흙이 쌓이고 주차장이 엉망입니다.
지난 번 현장에 계신 분들께 비산먼지가 건물로 넘어오지 않도록 간곡히 부탁드렸는데 오늘 또 펜스 없이 공사하고 계시네요.
비산먼지발생사업신고는 하고 이렇게 공사하시는건지 궁금하네요. 제출하신 신고서 있으면 확인 부탁드리고 주차장으로 먼지가 넘어오지 않도록 조치 취해주십시오.


2. 전봇대와 전기선 문제입니다.
저희 건물 한뼘정도 되는 거리에 전봇대를 설치하셨습니다. 더불어 그 전봇대에 연결되는 전기선이 저희 건물 2층 창문에 닿을듯 말듯할 정도로 가까이 설치된다고 하더군요. 전선 지중화사업이 시작되고 있는 세상에 이런 질문을 올리는거 자체가 황당합니다.
주택과 최소 1m이상 떨어져서 설치해야 한다고 들었습니다만 왜 이렇게 진행하시는거죠?

빠른 시일 내에 답변을 포함한 회신 부탁드립니다.",건설교통국 주차관리과,2020-03-23 14:49:02,.
